hiperparam_ind_conv,problema,n_objetivos,indicador,0.001,0.1,0.2,0.3,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,0.999
IGD+,DTLZ2,2,hv,0.009765625,0.08007812,0.6523438,0.1162109,,0.5390625,0.1871297,0.4228516,0.1611328,0.01855469,0.002929688
IGD+,DTLZ2,2,hv,0.009765625,0.04199219,0.5771484,0.1162109,0.5,,0.05487232,0.2460938,0.1376953,0.01367188,0.004882812
IGD+,DTLZ2,2,hv,0.1162109,0.5771484,0.8125,0.2158203,0.8128703,0.9451277,,0.6875,0.5771484,0.05273438,0.01367188
IGD+,DTLZ2,2,hv,0.1376953,0.5,0.5390625,0.03222656,0.6152344,0.7841797,0.3847656,,0.5,0.05273438,0.03222656
IGD+,DTLZ2,2,hv,0.1162109,0.3476562,0.8837891,0.2204335,0.8837891,0.8837891,0.5,0.5390625,,0.03222656,0.01855469
IGD+,DTLZ2,2,hv,0.2783203,0.7841797,0.9345703,0.8623047,0.9863281,0.9902344,0.9580078,0.9580078,0.9755859,,0.2460938
IGD+,DTLZ2,2,hv,0.3476562,0.9226154,0.9345703,0.8388672,0.9980469,0.9970703,0.9902344,0.9814453,0.9863281,0.8125,
R2,DTLZ2,2,hv,,0.9660554,0.6072526,0.8896643,0.801928,0.6598602,0.9672002,0.7141962,0.6624208,0.9296136,0.840729
R2,DTLZ2,2,hv,0.03394458,,0.01967975,0.02275013,0.228807,0.03279985,0.7181486,0.06539853,0.1360197,0.04163226,0.1029516
R2,DTLZ2,2,hv,0.3927474,0.9803202,,0.9213504,0.7536417,0.5562315,0.9882279,0.6598602,0.5426893,0.9487648,0.9487648
R2,DTLZ2,2,hv,0.1103357,0.9772499,0.0786496,,0.4569393,0.1381515,0.9873263,0.228807,0.3401398,0.8413447,0.5
R2,DTLZ2,2,hv,0.198072,0.771193,0.2463583,0.5430607,,0.1658999,0.8102315,0.2943441,0.3882399,0.5429358,0.5345494
R2,DTLZ2,2,hv,0.3401398,0.9672002,0.4437685,0.8618485,0.8341001,,0.9683411,0.6436491,0.5339807,0.8574753,0.7518788
R2,DTLZ2,2,hv,0.03279985,0.2818514,0.01177205,0.01267366,0.1897685,0.03165889,,0.07986217,0.04223452,0.02275013,0.04779035
R2,DTLZ2,2,hv,0.2858038,0.9346015,0.3401398,0.771193,0.7056559,0.3563509,0.9201378,,0.5,0.8330009,0.6584543
R2,DTLZ2,2,hv,0.3375792,0.8639803,0.4573107,0.6598602,0.6117601,0.4660193,0.9577655,0.5,,0.7411829,0.8330009
R2,DTLZ2,2,hv,0.07038639,0.9583677,0.05123522,0.1586553,0.4570642,0.1425247,0.9772499,0.1669991,0.2588171,,0.3527285
R2,DTLZ2,2,hv,0.159271,0.8970484,0.05123522,0.5,0.4654506,0.2481212,0.9522096,0.3415457,0.1669991,0.6472715,
IGD+,DTLZ2,2,igd,,0.4609375,0.6523438,0.3476562,0.5,0.4609375,0.3125,0.2783203,0.09667969,0.09667969,0.2783203
IGD+,DTLZ2,2,igd,0.5771484,,0.8388672,0.5390625,0.7216797,0.2783203,0.5390625,0.3125,0.1376953,0.08007812,0.2783203
IGD+,DTLZ2,2,igd,0.3847656,0.1875,,0.2783203,0.1611328,0.1162109,0.3476562,0.05273438,0.06542969,0.004882812,0.09667969
IGD+,DTLZ2,2,igd,0.6875,0.5,0.7539062,,0.6875,0.3476562,0.2158203,0.3125,0.2460938,0.09667969,0.5
IGD+,DTLZ2,2,igd,0.5390625,0.3125,0.8623047,0.3476562,,0.1611328,0.2783203,0.09667969,0.05273438,0.01855469,0.1611328
IGD+,DTLZ2,2,igd,0.5771484,0.7539062,0.9033203,0.6875,0.8623047,,0.7539062,0.5390625,0.2783203,0.1611328,0.3476562
IGD+,DTLZ2,2,igd,0.7216797,0.5,0.6875,0.8125,0.7539062,0.2783203,,0.4609375,0.3476562,0.06542969,0.4228516
IGD+,DTLZ2,2,igd,0.7539062,0.7216797,0.9580078,0.7216797,0.9199219,0.5,0.5771484,,0.3125,0.1376953,0.5390625
IGD+,DTLZ2,2,igd,0.9199219,0.8837891,0.9472656,0.7841797,0.9580078,0.7539062,0.6875,0.7216797,,0.3125,0.5390625
IGD+,DTLZ2,2,igd,0.9199219,0.9345703,0.9970703,0.9199219,0.9863281,0.8623047,0.9472656,0.8837891,0.7216797,,0.6875
IGD+,DTLZ2,2,igd,0.7539062,0.7539062,0.9199219,0.5390625,0.8623047,0.6875,0.6152344,0.5,0.5,0.3476562,
R2,DTLZ2,2,igd,,0.6152344,0.9033203,0.5,0.1611328,0.2783203,0.5771484,0.6875,0.8623047,0.1162109,0.5
R2,DTLZ2,2,igd,0.4228516,,0.7841797,0.6152344,0.2158203,0.1875,0.5390625,0.6152344,0.9033203,0.2783203,0.4228516
R2,DTLZ2,2,igd,0.1162109,0.2460938,,0.2460938,0.09667969,0.2158203,0.5,0.3476562,0.7539062,0.09667969,0.3847656
R2,DTLZ2,2,igd,0.5390625,0.4228516,0.7841797,,0.2783203,0.5,0.6152344,0.7216797,0.9580078,0.4228516,0.6875
R2,DTLZ2,2,igd,0.8623047,0.8125,0.9199219,0.7539062,,0.5,0.6152344,0.8388672,0.9814453,0.3847656,0.7539062
R2,DTLZ2,2,igd,0.7539062,0.8388672,0.8125,0.5390625,0.5390625,,0.6875,0.7841797,0.9199219,0.5,0.8125
R2,DTLZ2,2,igd,0.4609375,0.5,0.5390625,0.4228516,0.4228516,0.3476562,,0.4609375,0.8125,0.2158203,0.5390625
R2,DTLZ2,2,igd,0.3476562,0.4228516,0.6875,0.3125,0.1875,0.2460938,0.5771484,,0.7216797,0.4609375,0.4609375
R2,DTLZ2,2,igd,0.1611328,0.1162109,0.2783203,0.05273438,0.02441406,0.09667969,0.2158203,0.3125,,0.04199219,0.1875
R2,DTLZ2,2,igd,0.9033203,0.7539062,0.9199219,0.6152344,0.6523438,0.5390625,0.8125,0.5771484,0.9677734,,0.7539062
R2,DTLZ2,2,igd,0.5390625,0.6152344,0.6523438,0.3476562,0.2783203,0.2158203,0.5,0.5771484,0.8388672,0.2783203,
IGD+,DTLZ2,2,igd+,,0.7216797,0.6152344,0.3847656,0.8125,0.5,0.4609375,0.7841797,0.4228516,0.3476562,0.7539062
IGD+,DTLZ2,2,igd+,0.3125,,0.4609375,0.1162109,0.7216797,0.2158203,0.1376953,0.7216797,0.1162109,0.1162109,0.6523438
IGD+,DTLZ2,2,igd+,0.4228516,0.5771484,,0.2158203,0.8837891,0.3125,0.4228516,0.7841797,0.2783203,0.03222656,0.8388672
IGD+,DTLZ2,2,igd+,0.6523438,0.9033203,0.8125,,0.9033203,0.5771484,0.7216797,0.9677734,0.2158203,0.2460938,0.8623047
IGD+,DTLZ2,2,igd+,0.2158203,0.3125,0.1376953,0.1162109,,0.02441406,0.1376953,0.3847656,0.05273438,0.04199219,0.3847656
IGD+,DTLZ2,2,igd+,0.5390625,0.8125,0.7216797,0.4609375,0.9814453,,0.7216797,0.9199219,0.3847656,0.2460938,0.8623047
IGD+,DTLZ2,2,igd+,0.5771484,0.8837891,0.6152344,0.3125,0.8837891,0.3125,,0.9472656,0.09667969,0.2783203,0.8623047
IGD+,DTLZ2,2,igd+,0.2460938,0.3125,0.2460938,0.04199219,0.6523438,0.09667969,0.06542969,,0.04199219,0.04199219,0.1611328
IGD+,DTLZ2,2,igd+,0.6152344,0.9033203,0.7539062,0.8125,0.9580078,0.6523438,0.9199219,0.9677734,,0.5,0.9755859
IGD+,DTLZ2,2,igd+,0.6875,0.9033203,0.9755859,0.7841797,0.9677734,0.7841797,0.7539062,0.9677734,0.5390625,,0.9345703
IGD+,DTLZ2,2,igd+,0.2783203,0.3847656,0.1875,0.1611328,0.6523438,0.1611328,0.1611328,0.8623047,0.03222656,0.08007812,
R2,DTLZ2,2,igd+,,0.4609375,0.4228516,0.5771484,0.9951172,0.6152344,0.3125,0.2158203,0.1611328,0.1611328,0.7216797
R2,DTLZ2,2,igd+,0.5771484,,0.7216797,0.7216797,0.9199219,0.5771484,0.7539062,0.3847656,0.3847656,0.1611328,0.7841797
R2,DTLZ2,2,igd+,0.6152344,0.3125,,0.4228516,0.9755859,0.5771484,0.5,0.2460938,0.3847656,0.04199219,0.6875
R2,DTLZ2,2,igd+,0.4609375,0.3125,0.6152344,,0.8837891,0.5,0.5,0.2158203,0.2158203,0.1875,0.9033203
R2,DTLZ2,2,igd+,0.006835938,0.09667969,0.03222656,0.1376953,,0.08007812,0.03222656,0.02441406,0.03222656,0.05273438,0.3847656
R2,DTLZ2,2,igd+,0.4228516,0.4609375,0.4609375,0.5390625,0.9345703,,0.3125,0.2460938,0.1162109,0.1162109,0.7216797
R2,DTLZ2,2,igd+,0.7216797,0.2783203,0.5390625,0.5390625,0.9755859,0.7216797,,0.5,0.1611328,0.2158203,0.8125
R2,DTLZ2,2,igd+,0.8125,0.6523438,0.7841797,0.8125,0.9814453,0.7841797,0.5390625,,0.4609375,0.4228516,0.9677734
R2,DTLZ2,2,igd+,0.8623047,0.6523438,0.6523438,0.8125,0.9755859,0.9033203,0.8623047,0.5771484,,0.2783203,0.9345703
R2,DTLZ2,2,igd+,0.8623047,0.8623047,0.9677734,0.8388672,0.9580078,0.9033203,0.8125,0.6152344,0.7539062,,0.9345703
R2,DTLZ2,2,igd+,0.3125,0.2460938,0.3476562,0.1162109,0.6523438,0.3125,0.2158203,0.04199219,0.08007812,0.08007812,
IGD+,DTLZ2,2,r2,,0.6152344,0.4228516,0.6523438,0.6523438,0.6152344,0.2460938,0.1875,0.6152344,0.8125,0.08007812
IGD+,DTLZ2,2,r2,0.4228516,,0.4609375,0.5,0.5,0.3847656,0.1162109,0.1162109,0.5,0.7216797,0.02441406
IGD+,DTLZ2,2,r2,0.6152344,0.5771484,,0.6875,0.6523438,0.5,0.1875,0.2158203,0.4609375,0.6523438,0.09667969
IGD+,DTLZ2,2,r2,0.3847656,0.5390625,0.3476562,,0.5,0.3476562,0.1611328,0.04199219,0.4609375,0.5,0.1162109
IGD+,DTLZ2,2,r2,0.3847656,0.5390625,0.3847656,0.5390625,,0.5,0.08007812,0.1376953,0.3476562,0.5390625,0.03222656
IGD+,DTLZ2,2,r2,0.4228516,0.6523438,0.5390625,0.7216797,0.5390625,,0.1376953,0.1162109,0.4609375,0.6152344,0.05273438
IGD+,DTLZ2,2,r2,0.7841797,0.9033203,0.8388672,0.8623047,0.9345703,0.8837891,,0.6875,0.8125,0.8623047,0.4609375
IGD+,DTLZ2,2,r2,0.8388672,0.9033203,0.8125,0.9677734,0.8837891,0.9033203,0.3476562,,0.8125,0.9199219,0.2460938
IGD+,DTLZ2,2,r2,0.4228516,0.5390625,0.5771484,0.5771484,0.6875,0.5771484,0.2158203,0.2158203,,0.7216797,0.1611328
IGD+,DTLZ2,2,r2,0.2158203,0.3125,0.3847656,0.5390625,0.5,0.4228516,0.1611328,0.09667969,0.3125,,0.04291548
IGD+,DTLZ2,2,r2,0.9345703,0.9814453,0.9199219,0.9033203,0.9755859,0.9580078,0.5771484,0.7841797,0.8623047,0.9570845,
R2,DTLZ2,2,r2,,0.1875,0.06542969,0.3125,0.3847656,0.3847656,0.08007812,0.3476562,0.2460938,0.3476562,0.1871297
R2,DTLZ2,2,r2,0.8388672,,0.5,0.5,0.7216797,0.5771484,0.3476562,0.6523438,0.5390625,0.6152344,0.5771484
R2,DTLZ2,2,r2,0.9472656,0.5390625,,0.5390625,0.6875,0.7539062,0.5390625,0.7216797,0.6875,0.7030227,0.8388672
R2,DTLZ2,2,r2,0.7216797,0.5390625,0.5,,0.6523438,0.5771484,0.2783203,0.6875,0.6152344,0.8388672,0.6875
R2,DTLZ2,2,r2,0.6523438,0.3125,0.3476562,0.3847656,,0.3847656,0.4609375,0.4609375,0.3847656,0.4609375,0.3847656
R2,DTLZ2,2,r2,0.6523438,0.4609375,0.2783203,0.4609375,0.6523438,,0.3125,0.5390625,0.8837891,0.6875,0.5390625
R2,DTLZ2,2,r2,0.9345703,0.6875,0.5,0.7539062,0.5771484,0.7216797,,0.8623047,0.8388672,0.7216797,0.6152344
R2,DTLZ2,2,r2,0.6875,0.3847656,0.3125,0.3476562,0.5771484,0.5,0.1611328,,0.4228516,0.5390625,0.6152344
R2,DTLZ2,2,r2,0.7841797,0.5,0.3476562,0.4228516,0.6523438,0.1376953,0.1875,0.6152344,,0.5390625,0.5390625
R2,DTLZ2,2,r2,0.7216797,0.4228516,0.2969773,0.1875,0.5771484,0.3476562,0.3125,0.5,0.5,,0.4228516
R2,DTLZ2,2,r2,0.8128703,0.4609375,0.1875,0.3476562,0.6523438,0.5,0.4228516,0.4228516,0.5,0.6152344,
IGD+,DTLZ2,2,s-energy,,0.3847656,0.1162109,0.7539062,0.09667969,0.5,0.6523438,0.6523438,0.7216797,0.9033203,0.9755859
IGD+,DTLZ2,2,s-energy,0.6523438,,0.2783203,0.7216797,0.1611328,0.6152344,0.9345703,0.7841797,0.9580078,0.9755859,0.9951172
IGD+,DTLZ2,2,s-energy,0.9033203,0.7539062,,0.9033203,0.6152344,0.8388672,0.9345703,0.9199219,0.9472656,0.9580078,0.9580078
IGD+,DTLZ2,2,s-energy,0.2783203,0.3125,0.1162109,,0.05273438,0.08007812,0.5,0.5,0.5390625,0.6523438,0.9472656
IGD+,DTLZ2,2,s-energy,0.9199219,0.8623047,0.4228516,0.9580078,,0.8837891,0.9755859,0.9580078,0.9970703,0.9902344,1.0
IGD+,DTLZ2,2,s-energy,0.5390625,0.4228516,0.1875,0.9345703,0.1376953,,0.9199219,0.8388672,0.9033203,0.9677734,0.9902344
IGD+,DTLZ2,2,s-energy,0.3847656,0.08007812,0.08007812,0.5390625,0.03222656,0.09667969,,0.2158203,0.6523438,0.7841797,0.9677734
IGD+,DTLZ2,2,s-energy,0.3847656,0.2460938,0.09667969,0.5390625,0.05273438,0.1875,0.8125,,0.8623047,0.9199219,0.9677734
IGD+,DTLZ2,2,s-energy,0.3125,0.05273438,0.06542969,0.5,0.004882812,0.1162109,0.3847656,0.1611328,,0.8837891,0.9863281
IGD+,DTLZ2,2,s-energy,0.1162109,0.03222656,0.05273438,0.3847656,0.01367188,0.04199219,0.2460938,0.09667969,0.1376953,,0.9033203
IGD+,DTLZ2,2,s-energy,0.03222656,0.006835938,0.05273438,0.06542969,0.0009765625,0.01367188,0.04199219,0.04199219,0.01855469,0.1162109,
R2,DTLZ2,2,s-energy,,0.9033203,0.5771484,0.7216797,0.5,0.7841797,0.7216797,0.7216797,0.4609375,0.9931641,0.5771484
R2,DTLZ2,2,s-energy,0.1162109,,0.1611328,0.2158203,0.4609375,0.3476562,0.2783203,0.4609375,0.04199219,0.7539062,0.1162109
R2,DTLZ2,2,s-energy,0.4609375,0.8623047,,0.7539062,0.7539062,0.7216797,0.5,0.8125,0.5,0.9755859,0.5771484
R2,DTLZ2,2,s-energy,0.3125,0.8125,0.2783203,,0.4228516,0.6875,0.6523438,0.7216797,0.09667969,0.9863281,0.4609375
R2,DTLZ2,2,s-energy,0.5390625,0.5771484,0.2783203,0.6152344,,0.4228516,0.7539062,0.7539062,0.1376953,0.9033203,0.6152344
R2,DTLZ2,2,s-energy,0.2460938,0.6875,0.3125,0.3476562,0.6152344,,0.6152344,0.6152344,0.1162109,0.9033203,0.5
R2,DTLZ2,2,s-energy,0.3125,0.7539062,0.5390625,0.3847656,0.2783203,0.4228516,,0.4228516,0.1611328,0.9033203,0.5390625
R2,DTLZ2,2,s-energy,0.3125,0.5771484,0.2158203,0.3125,0.2783203,0.4228516,0.6152344,,0.08007812,0.8125,0.3476562
R2,DTLZ2,2,s-energy,0.5771484,0.9677734,0.5390625,0.9199219,0.8837891,0.9033203,0.8623047,0.9345703,,1.0,0.7841797
R2,DTLZ2,2,s-energy,0.009765625,0.2783203,0.03222656,0.01855469,0.1162109,0.1162109,0.1162109,0.2158203,0.0009765625,,0.04199219
R2,DTLZ2,2,s-energy,0.4609375,0.9033203,0.4609375,0.5771484,0.4228516,0.5390625,0.5,0.6875,0.2460938,0.9677734,
IGD+,DTLZ2,2,spd,,0.1611328,0.2158203,0.3847656,0.1875,0.02441406,0.1376953,0.01855469,0.01855469,0.0009765625,0.0009765625
IGD+,DTLZ2,2,spd,0.8623047,,0.4228516,0.5,0.3847656,0.2158203,0.06542969,0.004882812,0.01855469,0.009765625,0.001953125
IGD+,DTLZ2,2,spd,0.8125,0.6152344,,0.6523438,0.5390625,0.2460938,0.09667969,0.01367188,0.02441406,0.009765625,0.004882812
IGD+,DTLZ2,2,spd,0.6875,0.5390625,0.3847656,,0.4609375,0.3847656,0.1376953,0.1162109,0.06542969,0.02441406,0.004882812
IGD+,DTLZ2,2,spd,0.8388672,0.6523438,0.5,0.5771484,,0.2460938,0.1162109,0.01855469,0.02441406,0.009765625,0.0009765625
IGD+,DTLZ2,2,spd,0.9814453,0.8125,0.7841797,0.6523438,0.7841797,,0.156969,0.08007812,0.05273438,0.01367188,0.001953125
IGD+,DTLZ2,2,spd,0.8837891,0.9472656,0.9199219,0.8837891,0.9033203,0.843031,,0.5390625,0.2460938,0.1376953,0.002929688
IGD+,DTLZ2,2,spd,0.9863281,0.9970703,0.9902344,0.9033203,0.9863281,0.9345703,0.5,,0.4609375,0.1611328,0.001953125
IGD+,DTLZ2,2,spd,0.9863281,0.9863281,0.9814453,0.9472656,0.9814453,0.9677734,0.7841797,0.5771484,,0.2783203,0.0009765625
IGD+,DTLZ2,2,spd,1.0,0.9931641,0.9931641,0.9814453,0.9931641,0.9902344,0.8837891,0.8623047,0.7539062,,0.009765625
IGD+,DTLZ2,2,spd,1.0,0.9990234,0.9970703,0.9970703,1.0,0.9990234,0.9980469,0.9990234,1.0,0.9931641,
R2,DTLZ2,2,spd,,0.2416516,0.09606358,0.2460938,0.4609375,0.09606358,0.3125,0.3125,0.4060277,0.04199219,0.3389342
R2,DTLZ2,2,spd,0.7583484,,0.1807735,0.1623031,0.4166158,0.0615126,0.3125,0.4443189,0.5,0.03222656,0.5390625
R2,DTLZ2,2,spd,0.9039364,0.8192265,,0.6102827,0.7841797,0.2158203,0.7841797,0.6823553,0.6875,0.4609375,0.7430348
R2,DTLZ2,2,spd,0.7841797,0.8376969,0.3897173,,0.7127682,0.08596918,0.7216797,0.7588875,0.8388672,0.1376953,0.7441539
R2,DTLZ2,2,spd,0.5771484,0.5833842,0.2783203,0.2872318,,0.03256325,0.4609375,0.3672011,0.7216797,0.09667969,0.4526405
R2,DTLZ2,2,spd,0.9039364,0.9384874,0.8125,0.9140308,0.9674367,,0.8365053,0.9573595,0.9199219,0.4062711,0.9345703
R2,DTLZ2,2,spd,0.7216797,0.7216797,0.2460938,0.3476562,0.6152344,0.1634947,,0.4294775,0.6152344,0.09090808,0.3389342
R2,DTLZ2,2,spd,0.7216797,0.5556811,0.3176447,0.2411125,0.6327989,0.04264053,0.5705225,,0.6610658,0.09667969,0.6152344
R2,DTLZ2,2,spd,0.5939723,0.5390625,0.3476562,0.1875,0.3476562,0.09667969,0.4228516,0.3389342,,0.06542969,0.4228516
R2,DTLZ2,2,spd,0.9755859,0.9814453,0.5771484,0.8837891,0.9345703,0.5937289,0.9090919,0.9345703,0.9472656,,0.9345703
R2,DTLZ2,2,spd,0.6610658,0.5390625,0.2569652,0.2558461,0.5473595,0.08007812,0.6610658,0.4609375,0.6152344,0.09667969,
IGD+,DTLZ3,2,eps+,,0.6152344,0.7539062,0.9199219,0.3125,0.8125,0.3847656,0.6523438,0.9472656,0.9472656,0.6875
IGD+,DTLZ3,2,eps+,0.4228516,,0.3847656,0.8623047,0.1611328,0.2158203,0.08007812,0.4228516,0.6875,0.9199219,0.1376953
IGD+,DTLZ3,2,eps+,0.2783203,0.6523438,,0.7841797,0.2460938,0.5771484,0.2460938,0.3476562,0.6875,0.9677734,0.5390625
IGD+,DTLZ3,2,eps+,0.09667969,0.1611328,0.2460938,,0.1162109,0.1376953,0.01855469,0.004882812,0.2783203,0.6523438,0.05273438
IGD+,DTLZ3,2,eps+,0.7216797,0.8623047,0.7841797,0.9033203,,0.7539062,0.6523438,0.7539062,0.9472656,0.9677734,0.5771484
IGD+,DTLZ3,2,eps+,0.2158203,0.8125,0.4609375,0.8837891,0.2783203,,0.2460938,0.3847656,0.8125,0.9472656,0.4228516
IGD+,DTLZ3,2,eps+,0.6523438,0.9345703,0.7841797,0.9863281,0.3847656,0.7841797,,0.8125,0.9580078,0.9902344,0.6875
IGD+,DTLZ3,2,eps+,0.3847656,0.6152344,0.6875,0.9970703,0.2783203,0.6523438,0.2158203,,0.7841797,1.0,0.4228516
IGD+,DTLZ3,2,eps+,0.06542969,0.3476562,0.3476562,0.7539062,0.06542969,0.2158203,0.05273438,0.2460938,,0.7841797,0.1875
IGD+,DTLZ3,2,eps+,0.06542969,0.09667969,0.04199219,0.3847656,0.04199219,0.06542969,0.01367188,0.0009765625,0.2460938,,0.06542969
IGD+,DTLZ3,2,eps+,0.3476562,0.8837891,0.5,0.9580078,0.4609375,0.6152344,0.3476562,0.6152344,0.8388672,0.9472656,
R2,DTLZ3,2,eps+,,0.08007812,0.1611328,0.03222656,0.06542969,0.3847656,0.08007812,0.1162109,0.6152344,0.1875,0.4228516
R2,DTLZ3,2,eps+,0.9345703,,0.8388672,0.3847656,0.5,0.8388672,0.5771484,0.6152344,0.8837891,0.5390625,0.9677734
R2,DTLZ3,2,eps+,0.8623047,0.1875,,0.3847656,0.4609375,0.6523438,0.3125,0.3125,0.8388672,0.5,0.8837891
R2,DTLZ3,2,eps+,0.9755859,0.6523438,0.6523438,,0.4228516,0.8388672,0.2783203,0.7539062,0.9580078,0.3847656,0.9951172
R2,DTLZ3,2,eps+,0.9472656,0.5390625,0.5771484,0.6152344,,0.6152344,0.2460938,0.4609375,0.9814453,0.6152344,0.9814453
R2,DTLZ3,2,eps+,0.6523438,0.1875,0.3847656,0.1875,0.4228516,,0.1875,0.2460938,0.7216797,0.4228516,0.7841797
R2,DTLZ3,2,eps+,0.9345703,0.4609375,0.7216797,0.7539062,0.7841797,0.8388672,,0.7841797,0.9677734,0.6523438,0.9677734
R2,DTLZ3,2,eps+,0.9033203,0.4228516,0.7216797,0.2783203,0.5771484,0.7841797,0.2460938,,0.8837891,0.3125,0.9345703
R2,DTLZ3,2,eps+,0.4228516,0.1376953,0.1875,0.05273438,0.02441406,0.3125,0.04199219,0.1376953,,0.1611328,0.3847656
R2,DTLZ3,2,eps+,0.8388672,0.5,0.5390625,0.6523438,0.4228516,0.6152344,0.3847656,0.7216797,0.8623047,,0.9345703
R2,DTLZ3,2,eps+,0.6152344,0.04199219,0.1376953,0.006835938,0.02441406,0.2460938,0.04199219,0.08007812,0.6523438,0.08007812,
IGD+,DTLZ3,2,hv,,0.6152344,0.7216797,0.8837891,0.5390625,0.5,0.5390625,0.6152344,0.9345703,0.8623047,0.6523438
IGD+,DTLZ3,2,hv,0.4228516,,0.3476562,0.8388672,0.5,0.3125,0.6152344,0.3847656,0.7539062,0.8837891,0.3125
IGD+,DTLZ3,2,hv,0.3125,0.6875,,0.6523438,0.2460938,0.5390625,0.3847656,0.2460938,0.5771484,0.9755859,0.7216797
IGD+,DTLZ3,2,hv,0.1376953,0.1875,0.3847656,,0.1611328,0.1376953,0.05273438,0.009765625,0.3847656,0.7841797,0.1875
IGD+,DTLZ3,2,hv,0.5,0.5390625,0.7841797,0.8623047,,0.6523438,0.5390625,0.5771484,0.9755859,0.9472656,0.6875
IGD+,DTLZ3,2,hv,0.5390625,0.7216797,0.5,0.8837891,0.3847656,,0.5,0.3847656,0.8623047,0.9755859,0.7841797
IGD+,DTLZ3,2,hv,0.5,0.4228516,0.6523438,0.9580078,0.5,0.5390625,,0.6523438,0.9033203,0.9814453,0.6523438
IGD+,DTLZ3,2,hv,0.4228516,0.6523438,0.7841797,0.9931641,0.4609375,0.6523438,0.3847656,,0.8388672,1.0,0.7841797
IGD+,DTLZ3,2,hv,0.08007812,0.2783203,0.4609375,0.6523438,0.03222656,0.1611328,0.1162109,0.1875,,0.7539062,0.2783203
IGD+,DTLZ3,2,hv,0.1611328,0.1376953,0.03222656,0.2460938,0.06542969,0.03222656,0.02441406,0.0009765625,0.2783203,,0.08007812
IGD+,DTLZ3,2,hv,0.3847656,0.7216797,0.3125,0.8388672,0.3476562,0.2460938,0.3847656,0.2460938,0.7539062,0.9345703,
R2,DTLZ3,2,hv,,0.06542969,0.1611328,0.08007812,0.04199219,0.4228516,0.1162109,0.2158203,0.5,0.2158203,0.3476562
R2,DTLZ3,2,hv,0.9472656,,0.8125,0.6875,0.5,0.9199219,0.6152344,0.8125,0.9677734,0.7216797,0.9580078
R2,DTLZ3,2,hv,0.8623047,0.2158203,,0.5,0.4228516,0.7216797,0.4609375,0.5390625,0.8388672,0.5771484,0.9033203
R2,DTLZ3,2,hv,0.9345703,0.3476562,0.5390625,,0.3847656,0.6875,0.3476562,0.7841797,0.9863281,0.5,0.9755859
R2,DTLZ3,2,hv,0.9677734,0.5390625,0.6152344,0.6523438,,0.6523438,0.3476562,0.6875,0.9902344,0.7216797,0.9580078
R2,DTLZ3,2,hv,0.6152344,0.09667969,0.3125,0.3476562,0.3847656,,0.2158203,0.3847656,0.7539062,0.3125,0.8125
R2,DTLZ3,2,hv,0.9033203,0.4228516,0.5771484,0.6875,0.6875,0.8125,,0.6875,0.9814453,0.6875,0.9580078
R2,DTLZ3,2,hv,0.8125,0.2158203,0.5,0.2460938,0.3476562,0.6523438,0.3476562,,0.8623047,0.4609375,0.8388672
R2,DTLZ3,2,hv,0.5390625,0.04199219,0.1875,0.01855469,0.01367188,0.2783203,0.02441406,0.1611328,,0.1875,0.1611328
R2,DTLZ3,2,hv,0.8125,0.3125,0.4609375,0.5390625,0.3125,0.7216797,0.3476562,0.5771484,0.8388672,,0.8388672
R2,DTLZ3,2,hv,0.6875,0.05273438,0.1162109,0.03222656,0.05273438,0.2158203,0.05273438,0.1875,0.8623047,0.1875,
IGD+,DTLZ3,2,igd,,0.6152344,0.6523438,0.8388672,0.3125,0.5390625,0.4609375,0.6875,0.8623047,0.9033203,0.5771484
IGD+,DTLZ3,2,igd,0.4228516,,0.4228516,0.6523438,0.4609375,0.2783203,0.3476562,0.4228516,0.5390625,0.8837891,0.2158203
IGD+,DTLZ3,2,igd,0.3847656,0.6152344,,0.7539062,0.4228516,0.2783203,0.3476562,0.5771484,0.5771484,0.9345703,0.4228516
IGD+,DTLZ3,2,igd,0.1875,0.3847656,0.2783203,,0.2158203,0.004882812,0.03222656,0.1162109,0.2158203,0.7216797,0.01855469
IGD+,DTLZ3,2,igd,0.7216797,0.5771484,0.6152344,0.8125,,0.6152344,0.6152344,0.7216797,0.8623047,0.9345703,0.5771484
IGD+,DTLZ3,2,igd,0.5,0.7539062,0.7539062,0.9970703,0.4228516,,0.5,0.9345703,0.9677734,0.9814453,0.6152344
IGD+,DTLZ3,2,igd,0.5771484,0.6875,0.6875,0.9755859,0.4228516,0.5390625,,0.9033203,0.7841797,0.9677734,0.4228516
IGD+,DTLZ3,2,igd,0.3476562,0.6152344,0.4609375,0.9033203,0.3125,0.08007812,0.1162109,,0.5771484,0.9199219,0.1611328
IGD+,DTLZ3,2,igd,0.1611328,0.5,0.4609375,0.8125,0.1611328,0.04199219,0.2460938,0.4609375,,0.8388672,0.1376953
IGD+,DTLZ3,2,igd,0.1162109,0.1376953,0.08007812,0.3125,0.08007812,0.02441406,0.04199219,0.09667969,0.1875,,0.02441406
IGD+,DTLZ3,2,igd,0.4609375,0.8125,0.6152344,0.9863281,0.4609375,0.4228516,0.6152344,0.8623047,0.8837891,0.9814453,
R2,DTLZ3,2,igd,,0.2158203,0.2460938,0.1162109,0.09667969,0.5,0.09667969,0.2783203,0.9033203,0.2783203,0.8623047
